index,Vietnamese,Rating,emotion,label,data_category
162,"bộ nồi chảo rất đẹp, không móp méo, tuy nhiên tay cầm chảo bị lỏng ốc, vặn lại chắc k sao. Shop giao hàng rất nhanh. Mình rất hài lòng.",5,positive,2,train
163,"Bộ nồi chảo siêu đẹp, chắc chắn. Ko nghĩ là nồi nó bự dữ vậy. Chảo thì rất đẹp luôn. Đóng gói cũng bao kĩ, ko bị móp méo",5,positive,2,train
164,"bộ nồi chảo to nặng, xịn xò. Rất thích tuy nhiên nắp nồi có bị móp 1 chút, kg móp thì hoàn hảo lắm lắm. Chảo tặng bé xinh xinh.",5,positive,2,train
165,"bộ nồi chất lượng, đẹp, vung khít, chuẩn hàng tefal, sẽ mua lại khi có dịp",5,positive,2,train
166,Bộ nồi đẹp ,5,positive,2,val
167,"Bộ nồi đẹp quá, đun nấu rất ưng. Trc đó m đã đùng 1 bộ hàng xách tay 3 năm. Bjo mới mua bộ khác để thay. Bộ này chắc chắn hơn bộ xách tay m mua",5,positive,2,train
168,Bộ nồi đẹp và rất chắn chắn. Tefal giao hàng siêu siêu nhanh và luôn đóng gói rất kỹ càng. Nồi và chảo của nhà mình giờ toàn từ Tefal cả.,5,positive,2,train
169,"Bộ nồi đẹp, Đóng gói cẩn thận",5,positive,2,train
170,"Bộ nồi đẹp, xịn xò, hàng giao nguyên vẹn, k méo mó, xước, bong tróc gì cả. Ship hàng rất nhanh, quà tặng cacao rất ngon",5,positive,2,train
171,"Bộ nồi đẹp. Bọc khá kỹ, quấn nylon bóng khí nhiều lớp. Tuy vậy nếu giao hàng tỉnh xa thì nên chèn thêm xốp. Hàng đúng với thông tin quảng cáo. Rất ưng ý.",5,positive,2,train
172,Bộ nồi đẹp. Chắc chắn. Cầm vừa tay. Phù hơph với giá tiền. Đượ tặng thêm 1 chiếc chảo nữa. Sản phẩm có giấy bảo hành của hangz,5,positive,2,val
173,"bộ nồi đủ 3 chiếc, đúng kích thước, bóng đẹp, hy vọng sẽ bóng lâu.
bộ nồi đủ 3 chiếc, đúng kích thước, bóng đẹp, hy vọng sẽ bóng lâu.",5,positive,2,train
174,"Bộ nồi dùng thích , dày dặn , to hơn mình nghĩ",5,positive,2,train
175,"Bộ nồi khá đẹp, đã mua lần 2, tuy nhiên lần này nhận bị xước.",4,positive,2,train
176,"Bộ nồi mỏng không như kì vọng nếu giá không giảm là đắt,may là mua lúc giảm giá nên coi như ổn,mọi người nên mua.",4,positive,2,train
177,"Bộ nồi này đẹp, chắc chắn, dày dặn, rất đáng tiền để mua, mua được giá sale nên hài lòng. Vừa đặt thêm combo 3 nồi chảo, sẽ tiếp tục ủng hộ Tefal",5,positive,2,train
178,Bộ nồi nhìn rất đẹp nhưng 2 tay cầm nhìn hơi thô và chiếm nhiều diện tích khi cất,5,positive,2,train
179,"bộ nồi ok, đẹp,chắc chắn,ko biết tay cầm lúc nấu có bị nóng ko, còn lại rất ổn. Chảo dc tặng cũng dày dặn, xịn sò, nên mua!!!",5,positive,2,train
180,"Bộ nồi rất đẹp ạ. Shop giao hàng nhanh, đóng gói cẩn thận. Mình mua vs giá 536k rất ưng. Đã từng mua nồi chiên không dầu và chảo hãng này. Nên mua nha mng",5,positive,2,val
181,bộ nồi rất đẹp xài rất thích. nấu nhanh và ngon.chỉ mỗi 1d trừ là giữa chảo bị cong.dầu cứ chảy ra xung quanh chứ kg nằm ở giữa ,5,positive,2,train
182,"Bộ nồi rất đẹp, dày dặn, chắc chắn. Mua được giá sale nên rất hài lòng, sẽ tiếp tục mua những sản phẩm khác của Tefal",5,positive,2,train
183,"Bộ nồi rất đẹp, inox sáng bóng, dầy, đóng gói kỹ, giá phù hợp, nói chung rất hài lòng, đáng mua",5,positive,2,train
184,"Bộ nồi rất đẹp, mình rất ưng đáng mua",5,positive,2,val
185,"Bộ nồi siêu xinh, dày dặn, màu sang, mình đọc fb cũng lo sẽ bị móp méo nhưng khi về tay ngoài sức tưởng tượng luôn. Phải nói là xịn cực kỳ, rất đáng mua. Thêm anh giao hàng cực kỳ tốt, cẩn thận, đangs yêu.",5,positive,2,train
186,"Bộ nồi siu đẹp siu chất săn sale có hơn 800,k lại còn đc tặng dao soi bén. Nói chung là ưng cực kỳ",5,positive,2,val
187,Bộ phận chăm sóc KH và Bảo hành của Tefal rất tuyệt vời! Cảm ơn các e rất nhiều!!!,5,positive,2,train
188,"Bộ sản phẩm đẹp ,dày dặn nên mình mua tiếp lần 2 để tặng gia đình, được tặng thêm chảo 20cm. Giao hàng nhanh, hài lòng về shop",5,positive,2,val
189,"bô sản phẩm rất đẹp , chắc chắn, khá hài lòng.  đúng hàng chính hãng,  chiên , xào rất thích. cho shop 5 sao",5,positive,2,train
190,"Bộ sản phẩm rất ok, đóng gói kỹ, vì đã sử dụng rồi nên tranh thủ khuyến mãi mua thêm. Chưa kịp chụp sp thật để đăng. giao hàng nhjah hơn thời gian dự kiến, shipper khu vực của mình cho 5 sao",5,positive,2,train
191,"bộ xong nồi dầy dặn, nhìn đẹp đóng gói cẩn thận. giao hàng nhanh nhưng thấy bắt từ hởi chậm truyền nhiệt không nhanh hàng tặng chính hãng",4,positive,2,train
192,Bình 19 thg 2 2022,5,neutral,1,train
193,Bùi Đ. 15 thg 2 2022,5,neutral,1,train
194,Bui P. 09 thg 2 2022,5,neutral,1,train
195,Bui T. 20 thg 2 2022,5,neutral,1,train
196,Canh B. 16 thg 2 2022,5,neutral,1,train
197,Chuu T. 06 thg 2 2022,5,neutral,1,train
198,Cô H. 23 thg 2 2022,5,neutral,1,val
199,Đàm T. 13 thg 2 2022,4,neutral,1,val
200,Đặng V. 19 thg 2 2022,5,neutral,1,train
4,chảo giao bị móp,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
6,the fan can't turn on,5,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,val
1,Bán toàn đồ móp không,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,val
4,chảo giao bị móp,1,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
6,the fan can't turn on,5,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
6,the fan can't turn on,5,negative,0,train
4,chảo giao bị móp,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
5,giao hàng quá chậm,3,negative,0,val
4,chảo giao bị móp,1,negative,0,train
6,the fan can't turn on,5,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
4,chảo giao bị móp,1,negative,0,train
6,the fan can't turn on,5,negative,0,train
4,chảo giao bị móp,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,val
3,Chảo chiên ko đẹp,2,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
2,chả dùng được việc gì,2,negative,0,val
2,chả dùng được việc gì,2,negative,0,val
6,the fan can't turn on,5,negative,0,train
4,chảo giao bị móp,1,negative,0,train
4,chảo giao bị móp,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
5,giao hàng quá chậm,3,negative,0,val
1,Bán toàn đồ móp không,1,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
6,the fan can't turn on,5,negative,0,train
4,chảo giao bị móp,1,negative,0,train
4,chảo giao bị móp,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
6,the fan can't turn on,5,negative,0,train
5,giao hàng quá chậm,3,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
6,the fan can't turn on,5,negative,0,train
6,the fan can't turn on,5,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
6,the fan can't turn on,5,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,val
4,chảo giao bị móp,1,negative,0,val
6,the fan can't turn on,5,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
6,the fan can't turn on,5,negative,0,val
4,chảo giao bị móp,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
4,chảo giao bị móp,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,val
1,Bán toàn đồ móp không,1,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
6,the fan can't turn on,5,negative,0,val
4,chảo giao bị móp,1,negative,0,val
6,the fan can't turn on,5,negative,0,train
6,the fan can't turn on,5,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,val
5,giao hàng quá chậm,3,negative,0,val
5,giao hàng quá chậm,3,negative,0,train
4,chảo giao bị móp,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
6,the fan can't turn on,5,negative,0,train
6,the fan can't turn on,5,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
6,the fan can't turn on,5,negative,0,train
6,the fan can't turn on,5,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
4,chảo giao bị móp,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
4,chảo giao bị móp,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
4,chảo giao bị móp,1,negative,0,val
1,Bán toàn đồ móp không,1,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
6,the fan can't turn on,5,negative,0,train
6,the fan can't turn on,5,negative,0,val
5,giao hàng quá chậm,3,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
6,the fan can't turn on,5,negative,0,train
6,the fan can't turn on,5,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
6,the fan can't turn on,5,negative,0,val
3,Chảo chiên ko đẹp,2,negative,0,train
2,chả dùng được việc gì,2,negative,0,val
4,chảo giao bị móp,1,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
2,chả dùng được việc gì,2,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
6,the fan can't turn on,5,negative,0,train
4,chảo giao bị móp,1,negative,0,val
3,Chảo chiên ko đẹp,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,val
2,chả dùng được việc gì,2,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
4,chảo giao bị móp,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,train
4,chảo giao bị móp,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
6,the fan can't turn on,5,negative,0,train
6,the fan can't turn on,5,negative,0,val
1,Bán toàn đồ móp không,1,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
5,giao hàng quá chậm,3,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,val
6,the fan can't turn on,5,negative,0,train
4,chảo giao bị móp,1,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,train
5,giao hàng quá chậm,3,negative,0,val
5,giao hàng quá chậm,3,negative,0,train
2,chả dùng được việc gì,2,negative,0,train
1,Bán toàn đồ móp không,1,negative,0,val
3,Chảo chiên ko đẹp,2,negative,0,train
3,Chảo chiên ko đẹp,2,negative,0,val
